"","vial","variable","event"
"6273","BA-G-9",13.3,1
"6274","OR-G-7",13.3,1
"6275","OR-G-7",13.3,1
"6276","OR-G-8",13.3,1
"6277","ZU-G-7",13.3,1
"6278","ZU-G-8",13.3,1
"6279","ZU-G-8",13.3,1
"6280","ZU-G-8",13.3,1
"6281","ZU-G-8",13.3,1
"6282","ZU-G-8",13.3,1
"6283","ZU-G-8",13.3,1
"6284","ZU-G-8",13.3,1
"6285","ZU-G-8",13.3,1
"6286","ZU-G-8",13.3,1
"6287","ZU-G-8",13.3,1
"6288","ZU-G-8",13.3,1
"6289","ZU-G-8",13.3,1
"6290","ZU-G-9",13.3,1
"6291","ZU-G-9",13.3,1
"6292","ZU-G-9",13.3,1
"6293","ZU-G-9",13.3,1
"6294","ZU-G-9",13.3,1
"6295","ZU-G-9",13.3,1
"6296","ZU-G-9",13.3,1
"6297","ZU-G-9",13.3,1
"6298","ZU-G-9",13.3,1
"6299","ZU-G-9",13.3,1
"6300","ZU-G-9",13.3,1
"6301","ZU-G-9",13.3,1
"6302","ZU-G-9",13.3,1
"6303","ZU-G-9",13.3,1
"6304","ZU-G-9",13.3,1
"6305","BA-G-9",13.9,1
"6306","BA-G-9",13.9,1
"6307","BA-G-9",13.9,1
"6308","BA-G-9",13.9,1
"6309","BA-G-9",13.9,1
"6310","BA-G-9",13.9,1
"6311","BA-G-9",14.1,1
"6312","BA-G-9",14.1,1
"6313","BA-G-9",14.9,1
"6314","BA-G-9",14.9,1
"6315","BA-G-9",14.9,1
"6316","BA-G-9",14.9,1
"6317","BA-G-9",14.9,1
"6318","BA-G-8",15.1,1
"6319","BA-G-9",15.1,1
"6320","BA-G-9",15.1,1
"6321","BA-G-9",15.1,1
"6322","OR-G-7",15.1,1
"6323","BA-G-9",14.8,1
"6324","OR-G-8",14.8,1
"6325","TO-G-7",14.8,1
"6326","TO-G-7",14.8,1
"6327","TO-G-7",14.8,1
"6328","TO-G-7",14.8,1
"6329","TO-G-7",14.8,1
"6330","TO-G-7",14.8,1
"6331","BA-G-9",16,1
"6332","BA-G-9",16,1
"6333","BA-G-9",16,1
"6334","BA-G-9",16,1
"6335","BA-G-9",16.1,1
"6336","OR-G-7",16.1,1
"6337","BA-G-9",16.9,1
"6338","BA-G-9",16.9,1
"6339","MA-G-7",9,1
"6340","PR-G-8",9,1
"6341","PR-G-9",9,1
"6342","PR-G-9",9,1
"6343","CL-G-7",9,1
"6344","CL-G-7",9,1
"6345","CL-G-7",9,1
"6346","CL-G-7",9,1
"6347","CL-G-8",9,1
"6348","CL-G-9",9,1
"6349","MA-G-7",9.9,1
"6350","PR-G-8",9.9,1
"6351","PR-G-9",9.9,1
"6352","PR-G-9",9.9,1
"6353","CL-G-7",9.9,1
"6354","CL-G-7",9.9,1
"6355","CL-G-8",9.9,1
"6356","CL-G-9",9.9,1
"6357","MA-G-7",10.1,1
"6358","MA-G-7",10.1,1
"6359","MA-G-7",10.1,1
"6360","PR-G-9",10.1,1
"6361","CL-G-7",10.1,1
"6362","CL-G-7",10.1,1
"6363","CL-G-8",10.1,1
"6364","CL-G-8",10.1,1
"6365","CL-G-8",10.1,1
"6366","CL-G-8",10.1,1
"6367","CL-G-8",10.1,1
"6368","CL-G-8",10.1,1
"6369","CL-G-8",10.1,1
"6370","CL-G-8",10.1,1
"6371","CL-G-8",10.1,1
"6372","MA-G-7",10.3,1
"6373","MA-G-7",10.3,1
"6374","MA-G-7",10.3,1
"6375","MA-G-7",10.3,1
"6376","MA-G-7",10.3,1
"6377","MA-G-8",10.3,1
"6378","RP-G-7",10.3,1
"6379","PR-G-9",10.3,1
"6380","CL-G-7",10.3,1
"6381","FJ-G-7",10.9,1
"6382","FJ-G-7",10.9,1
"6383","FJ-G-7",10.9,1
"6384","FJ-G-7",10.9,1
"6385","MA-G-7",10.9,1
"6386","MA-G-7",10.9,1
"6387","MA-G-7",10.9,1
"6388","MA-G-7",10.9,1
"6389","MA-G-8",10.9,1
"6390","MA-G-8",10.9,1
"6391","MA-G-8",10.9,1
"6392","RP-G-7",10.9,1
"6393","RP-G-9",10.9,1
"6394","RP-G-9",10.9,1
"6395","PR-G-9",10.9,1
"6396","PR-G-9",10.9,1
"6397","PR-G-9",10.9,1
"6398","PR-G-9",10.9,1
"6399","CL-G-7",10.9,1
"6400","CL-G-7",10.9,1
"6401","CL-G-7",10.9,1
"6402","CL-G-7",10.9,1
"6403","CL-G-7",10.9,1
"6404","CL-G-7",10.9,1
"6405","CL-G-7",10.9,1
"6406","CL-G-7",10.9,1
"6407","CL-G-7",10.9,1
"6408","CL-G-7",10.9,1
"6409","CL-G-7",10.9,1
"6410","CL-G-8",10.9,1
"6411","CL-G-8",10.9,1
"6412","CL-G-9",10.9,1
"6413","CL-G-9",10.9,1
"6414","CL-G-9",10.9,1
"6415","CL-G-9",10.9,1
"6416","CL-G-9",10.9,1
"6417","CL-G-9",10.9,1
"6418","CL-G-9",10.9,1
"6419","FJ-G-7",11.2,1
"6420","FJ-G-7",11.2,1
"6421","MA-G-7",11.2,1
"6422","MA-G-7",11.2,1
"6423","MA-G-8",11.2,1
"6424","MA-G-8",11.2,1
"6425","MA-G-8",11.2,1
"6426","MA-G-8",11.2,1
"6427","MA-G-8",11.2,1
"6428","MA-G-8",11.2,1
"6429","MA-G-8",11.2,1
"6430","MA-G-8",11.2,1
"6431","MA-G-8",11.2,1
"6432","MA-G-8",11.2,1
"6433","MA-G-8",11.2,1
"6434","MA-G-8",11.2,1
"6435","RP-G-7",11.2,1
"6436","PR-G-8",11.2,1
"6437","PR-G-9",11.2,1
"6438","CL-G-7",11.2,1
"6439","CL-G-8",11.2,1
"6440","CL-G-9",11.2,1
"6441","CL-G-9",11.2,1
"6442","FJ-G-7",11.3,1
"6443","FJ-G-7",11.3,1
"6444","FJ-G-7",11.3,1
"6445","FJ-G-7",11.3,1
"6446","FJ-G-8",11.3,1
"6447","MA-G-8",11.3,1
"6448","MA-G-8",11.3,1
"6449","MA-G-8",11.3,1
"6450","MA-G-8",11.3,1
"6451","MA-G-8",11.3,1
"6452","MA-G-8",11.3,1
"6453","PR-G-8",11.3,1
"6454","PR-G-9",11.3,1
"6455","PR-G-9",11.3,1
"6456","PR-G-9",11.3,1
"6457","PR-G-9",11.3,1
"6458","CL-G-7",11.3,1
"6459","CL-G-7",11.3,1
"6460","CL-G-7",11.3,1
"6461","CL-G-8",11.3,1
"6462","CL-G-8",11.3,1
"6463","CL-G-9",11.3,1
"6464","CL-G-9",11.3,1
"6465","CL-G-9",11.3,1
"6466","CL-G-9",11.3,1
"6467","CL-G-9",11.3,1
"6468","CL-G-9",11.3,1
"6469","CL-G-9",11.3,1
"6470","CL-G-9",11.3,1
"6471","CL-G-9",11.3,1
"6472","FJ-G-7",11.9,1
"6473","FJ-G-7",11.9,1
"6474","FJ-G-7",11.9,1
"6475","FJ-G-8",11.9,1
"6476","MA-G-7",11.9,1
"6477","MA-G-8",11.9,1
"6478","MA-G-8",11.9,1
"6479","MA-G-8",11.9,1
"6480","MA-G-8",11.9,1
"6481","MA-G-8",11.9,1
"6482","MA-G-8",11.9,1
"6483","MA-G-8",11.9,1
"6484","MA-G-8",11.9,1
"6485","MA-G-8",11.9,1
"6486","MA-G-8",11.9,1
"6487","MA-G-8",11.9,1
"6488","MA-G-8",11.9,1
"6489","CL-G-7",11.9,1
"6490","CL-G-7",11.9,1
"6491","CL-G-7",11.9,1
"6492","CL-G-7",11.9,1
"6493","CL-G-7",11.9,1
"6494","CL-G-9",11.9,1
"6495","CL-G-9",11.9,1
"6496","FJ-G-7",12.3,1
"6497","FJ-G-7",12.3,1
"6498","FJ-G-7",12.3,1
"6499","FJ-G-8",12.3,1
"6500","FJ-G-8",12.3,1
"6501","FJ-G-8",12.3,1
"6502","FJ-G-8",12.3,1
"6503","FJ-G-8",12.3,1
"6504","MA-G-8",12.3,1
"6505","MA-G-8",12.3,1
"6506","MA-G-8",12.3,1
"6507","MA-G-8",12.3,1
"6508","MA-G-8",12.3,1
"6509","MA-G-8",12.3,1
"6510","MA-G-8",12.3,1
"6511","MA-G-8",12.3,1
"6512","MA-G-8",12.3,1
"6513","RP-G-7",12.3,1
"6514","PR-G-7",12.3,1
"6515","PR-G-7",12.3,1
"6516","PR-G-8",12.3,1
"6517","PR-G-9",12.3,1
"6518","PR-G-9",12.3,1
"6519","PR-G-9",12.3,1
"6520","CL-G-7",12.3,1
"6521","CL-G-7",12.3,1
"6522","CL-G-7",12.3,1
"6523","CL-G-8",12.3,1
"6524","CL-G-8",12.3,1
"6525","CL-G-8",12.3,1
"6526","CL-G-9",12.3,1
"6527","FJ-G-7",13,1
"6528","FJ-G-7",13,1
"6529","FJ-G-7",13,1
"6530","FJ-G-7",13,1
"6531","FJ-G-7",13,1
"6532","MA-G-8",13,1
"6533","MA-G-8",13,1
"6534","MA-G-8",13,1
"6535","MA-G-8",13,1
"6536","MA-G-8",13,1
"6537","MA-G-8",13,1
"6538","MA-G-8",13,1
"6539","MA-G-8",13,1
"6540","MA-G-8",13,1
"6541","MA-G-8",13,1
"6542","MA-G-9",13,1
"6543","PR-G-7",13,1
"6544","PR-G-7",13,1
"6545","PR-G-7",13,1
"6546","PR-G-8",13,1
"6547","PR-G-9",13,1
"6548","PR-G-9",13,1
"6549","CL-G-8",13,1
"6550","CL-G-8",13,1
"6551","CL-G-8",13,1
"6552","CL-G-8",13,1
"6553","CL-G-8",13,1
"6554","CL-G-8",13,1
"6555","CL-G-9",13,1
"6556","CL-G-9",13,1
"6557","CL-G-9",13,1
"6558","CL-G-9",13,1
"6559","CL-G-9",13,1
"6560","CL-G-9",13,1
"6561","FJ-G-8",13.3,1
"6562","FJ-G-8",13.3,1
"6563","FJ-G-8",13.3,1
"6564","FJ-G-8",13.3,1
"6565","FJ-G-8",13.3,1
"6566","MA-G-7",13.3,1
"6567","MA-G-7",13.3,1
"6568","MA-G-7",13.3,1
"6569","MA-G-7",13.3,1
"6570","MA-G-8",13.3,1
"6571","MA-G-8",13.3,1
"6572","MA-G-8",13.3,1
"6573","MA-G-8",13.3,1
"6574","MA-G-8",13.3,1
"6575","MA-G-8",13.3,1
"6576","MA-G-8",13.3,1
"6577","MA-G-8",13.3,1
"6578","MA-G-8",13.3,1
"6579","MA-G-8",13.3,1
"6580","MA-G-8",13.3,1
"6581","MA-G-8",13.3,1
"6582","MA-G-8",13.3,1
"6583","PR-G-7",13.3,1
"6584","PR-G-8",13.3,1
"6585","PR-G-8",13.3,1
"6586","PR-G-9",13.3,1
"6587","PR-G-9",13.3,1
"6588","CL-G-7",13.3,1
"6589","CL-G-7",13.3,1
"6590","CL-G-7",13.3,1
"6591","CL-G-7",13.3,1
"6592","CL-G-7",13.3,1
"6593","CL-G-8",13.3,1
"6594","CL-G-8",13.3,1
"6595","CL-G-8",13.3,1
"6596","CL-G-8",13.3,1
"6597","CL-G-8",13.3,1
"6598","CL-G-8",13.3,1
"6599","CL-G-8",13.3,1
"6600","CL-G-9",13.3,1
"6601","CL-G-9",13.3,1
"6602","CL-G-9",13.3,1
"6603","FJ-G-8",13.9,1
"6604","FJ-G-8",13.9,1
"6605","FJ-G-8",13.9,1
"6606","FJ-G-9",13.9,1
"6607","FJ-G-9",13.9,1
"6608","MA-G-8",13.9,1
"6609","MA-G-8",13.9,1
"6610","MA-G-9",13.9,1
"6611","MA-G-9",13.9,1
"6612","RP-G-9",13.9,1
"6613","PR-G-7",13.9,1
"6614","CH-G-9",13.9,1
"6615","CH-G-9",13.9,1
"6616","CL-G-7",13.9,1
"6617","CL-G-7",13.9,1
"6618","CL-G-8",13.9,1
"6619","CL-G-8",13.9,1
"6620","CL-G-9",13.9,1
"6621","CL-G-9",13.9,1
"6622","CL-G-9",13.9,1
"6623","CL-G-9",13.9,1
"6624","CL-G-9",13.9,1
"6625","CL-G-9",13.9,1
"6626","FJ-G-8",14.1,1
"6627","FJ-G-8",14.1,1
"6628","MA-G-8",14.1,1
"6629","MA-G-8",14.1,1
"6630","MA-G-8",14.1,1
"6631","MA-G-9",14.1,1
"6632","MA-G-9",14.1,1
"6633","PR-G-7",14.1,1
"6634","PR-G-8",14.1,1
"6635","PR-G-9",14.1,1
"6636","PR-G-9",14.1,1
"6637","CL-G-7",14.1,1
"6638","CL-G-8",14.1,1
"6639","CL-G-8",14.1,1
"6640","CL-G-8",14.1,1
"6641","CL-G-9",14.1,1
"6642","CL-G-9",14.1,1
"6643","CL-G-9",14.1,1
"6644","CL-G-9",14.1,1
"6645","CL-G-9",14.1,1
"6646","CL-G-9",14.1,1
"6647","FJ-G-8",14.9,1
"6648","FJ-G-9",14.9,1
"6649","FJ-G-9",14.9,1
"6650","FJ-G-9",14.9,1
"6651","FJ-G-9",14.9,1
"6652","FJ-G-9",14.9,1
"6653","MA-G-8",14.9,1
"6654","MA-G-8",14.9,1
"6655","MA-G-9",14.9,1
"6656","MA-G-9",14.9,1
"6657","PR-G-7",14.9,1
"6658","PR-G-7",14.9,1
"6659","CH-G-9",14.9,1
"6660","CL-G-7",14.9,1
"6661","CL-G-8",14.9,1
"6662","CL-G-8",14.9,1
"6663","CL-G-9",14.9,1
"6664","CL-G-9",14.9,1
"6665","CL-G-9",14.9,1
"6666","FJ-G-7",15.1,1
"6667","FJ-G-7",15.1,1
"6668","FJ-G-7",15.1,1
"6669","FJ-G-8",15.1,1
"6670","FJ-G-8",15.1,1
"6671","FJ-G-8",15.1,1
"6672","FJ-G-9",15.1,1
"6673","FJ-G-9",15.1,1
"6674","FJ-G-9",15.1,1
"6675","MA-G-9",15.1,1
"6676","MA-G-9",15.1,1
"6677","MA-G-9",15.1,1
"6678","MA-G-9",15.1,1
"6679","RP-G-8",15.1,1
"6680","PR-G-7",15.1,1
"6681","PR-G-7",15.1,1
"6682","PR-G-7",15.1,1
"6683","PR-G-7",15.1,1
"6684","PR-G-8",15.1,1
"6685","PR-G-9",15.1,1
"6686","PR-G-9",15.1,1
"6687","CH-G-9",15.1,1
"6688","CL-G-7",15.1,1
"6689","CL-G-7",15.1,1
"6690","CL-G-7",15.1,1
"6691","CL-G-7",15.1,1
"6692","CL-G-9",15.1,1
"6693","CL-G-9",15.1,1
"6694","CL-G-9",15.1,1
"6695","CL-G-9",15.1,1
"6696","CL-G-9",15.1,1
"6697","FJ-G-8",15.3,1
"6698","FJ-G-8",15.3,1
"6699","FJ-G-9",15.3,1
"6700","MA-G-9",15.3,1
"6701","MA-G-9",15.3,1
"6702","MA-G-9",15.3,1
"6703","MA-G-9",15.3,1
"6704","MA-G-9",15.3,1
"6705","MA-G-9",15.3,1
"6706","MA-G-9",15.3,1
"6707","PR-G-8",15.3,1
"6708","CL-G-7",15.3,1
"6709","CL-G-8",15.3,1
"6710","CL-G-8",15.3,1
"6711","CL-G-9",15.3,1
"6712","CL-G-9",15.3,1
"6713","FJ-G-9",16,1
"6714","MA-G-8",16,1
"6715","MA-G-8",16,1
"6716","MA-G-8",16,1
"6717","MA-G-8",16,1
"6718","MA-G-9",16,1
"6719","MA-G-9",16,1
"6720","MA-G-9",16,1
"6721","MA-G-9",16,1
"6722","MA-G-9",16,1
"6723","MA-G-9",16,1
"6724","MA-G-9",16,1
"6725","PR-G-8",16,1
"6726","CL-G-9",16,1
"6727","CL-G-9",16,1
"6728","CL-G-9",16,1
"6729","CL-G-9",16,1
"6730","CL-G-9",16,1
"6731","MA-G-9",16.1,1
"6732","MA-G-9",16.1,1
"6733","MA-G-9",16.1,1
"6734","MA-G-9",16.1,1
"6735","MA-G-9",16.1,1
"6736","MA-G-9",16.1,1
"6737","CL-G-9",16.1,1
"6738","MA-G-9",16.3,1
"6739","MA-G-9",16.3,1
"6740","MA-G-9",16.3,1
"6741","MA-G-9",16.3,1
"6742","MA-G-9",16.3,1
"6743","MA-G-9",16.3,1
"6744","MA-G-9",16.3,1
"6745","MA-G-9",16.3,1
"6746","MA-G-9",16.3,1
"6747","CH-G-7",16.3,1
"6748","CL-G-7",16.3,1
"6749","CL-G-7",16.3,1
"6750","CL-G-8",16.3,1
"6751","CL-G-8",16.3,1
"6752","CL-G-8",16.3,1
"6753","CL-G-9",16.3,1
"6754","CL-G-9",16.3,1
"6755","CL-G-9",16.3,1
"6756","CL-G-9",16.3,1
"6757","MA-G-9",16.9,1
"6758","MA-G-9",16.9,1
"6759","PR-G-8",16.9,1
"6760","PR-G-8",16.9,1
"6761","PR-G-9",16.9,1
"6762","PR-G-9",16.9,1
"6763","PR-G-9",16.9,1
"6764","CO-AX-8",9,1
"6765","CO-AX-8",9,1
"6766","CO-AX-8",9,1
"6767","CO-AX-8",9,1
"6768","CO-AX-8",9,1
"6769","CO-AX-8",9,1
"6770","CO-AX-8",9,1
"6771","CO-AX-8",9,1
"6772","CO-AX-8",9,1
"6773","CO-AX-8",9,1
"6774","CO-AX-8",9,1
"6775","CO-AX-8",9,1
"6776","CO-AX-8",9,1
"6777","CO-AX-8",9,1
"6778","CO-AX-8",9,1
"6779","CO-AX-8",9,1
"6780","CO-AX-8",9,1
"6781","CO-AX-8",9,1
"6782","CO-AX-8",9,1
"6783","CO-AX-8",9,1
"6784","CO-AX-8",9,1
"6785","CO-AX-8",9,1
"6786","CO-AX-8",9,1
"6787","CO-AX-8",9,1
"6788","CO-AX-8",9,1
"6789","CO-AX-8",9,1
"6790","CO-AX-8",9,1
"6791","CO-AX-8",9,1
"6792","CO-AX-8",9,1
"6793","CO-AX-8",9,1
"6794","CO-AX-8",9,1
"6795","CO-AX-8",9,1
"6796","CO-AX-8",9,1
"6797","CO-AX-8",9,1
"6798","CO-AX-8",9,1
"6799","CO-AX-8",9,1
"6800","CO-AX-8",9,1
"6801","CO-AX-8",9,1
"6802","CO-AX-8",9,1
"6803","CO-AX-8",9,1
"6804","CO-AX-8",9,1
"6805","CO-AX-8",9,1
"6806","CO-AX-8",9,1
"6807","CO-AX-8",9,1
"6808","CO-AX-8",9,1
"6809","CO-AX-8",9,1
"6810","CO-AX-8",9,1
"6811","CO-AX-8",9,1
"6812","CO-AX-8",9,1
"6813","CO-AX-8",9,1
"6814","CO-AX-8",9,1
"6815","CO-AX-8",9,1
"6816","CO-AX-8",9,1
"6817","CO-AX-8",9,1
"6818","CO-AX-8",9,1
"6819","CO-AX-8",9,1
"6820","CO-AX-8",9,1
"6821","CO-AX-8",9,1
"6822","CO-AX-8",9,1
"6823","CO-AX-8",9,1
"6824","CO-AX-8",9,1
"6825","CO-AX-8",9,1
"6826","AS-AX-7",9,1
"6827","AS-AX-7",9,1
"6828","AS-AX-7",9,1
"6829","AS-AX-7",9,1
"6830","AS-AX-7",9,1
"6831","AS-AX-7",9,1
"6832","AS-AX-7",9,1
"6833","AS-AX-7",9,1
"6834","AS-AX-7",9,1
"6835","AS-AX-7",9,1
"6836","AS-AX-7",9,1
"6837","AS-AX-7",9,1
"6838","AS-AX-7",9,1
"6839","AS-AX-7",9,1
"6840","AS-AX-7",9,1
"6841","AS-AX-7",9,1
"6842","AS-AX-7",9,1
"6843","AS-AX-7",9,1
"6844","AS-AX-7",9,1
"6845","AS-AX-7",9,1
"6846","AS-AX-7",9,1
"6847","AS-AX-8",9,1
"6848","AS-AX-8",9,1
"6849","AS-AX-8",9,1
"6850","AS-AX-8",9,1
"6851","AS-AX-8",9,1
"6852","AS-AX-8",9,1
"6853","AS-AX-8",9,1
"6854","AS-AX-8",9,1
"6855","AS-AX-8",9,1
"6856","AS-AX-8",9,1
"6857","AS-AX-8",9,1
"6858","AS-AX-8",9,1
"6859","AS-AX-8",9,1
"6860","AS-AX-8",9,1
"6861","AS-AX-8",9,1
"6862","AS-AX-8",9,1
"6863","AS-AX-8",9,1
"6864","AS-AX-8",9,1
"6865","AS-AX-8",9,1
"6866","AS-AX-8",9,1
"6867","AS-AX-8",9,1
"6868","AS-AX-8",9,1
"6869","AS-AX-8",9,1
"6870","AS-AX-8",9,1
"6871","AS-AX-8",9,1
"6872","AS-AX-8",9,1
"6873","AS-AX-8",9,1
"6874","AS-AX-8",9,1
"6875","AS-AX-8",9,1
"6876","AS-AX-8",9,1
"6877","AS-AX-8",9,1
"6878","AS-AX-8",9,1
"6879","AS-AX-8",9,1
"6880","AS-AX-8",9,1
"6881","AS-AX-8",9,1
"6882","AS-AX-8",9,1
"6883","AS-AX-8",9,1
"6884","AS-AX-8",9,1
"6885","AS-AX-8",9,1
"6886","AS-AX-8",9,1
"6887","AS-AX-8",9,1
"6888","AS-AX-8",9,1
"6889","AS-AX-8",9,1
"6890","AS-AX-8",9,1
"6891","AS-AX-8",9,1
"6892","AS-AX-8",9,1
"6893","AS-AX-9",9,1
"6894","AS-AX-9",9,1
"6895","AS-AX-9",9,1
"6896","AS-AX-9",9,1
"6897","AS-AX-9",9,1
"6898","AS-AX-9",9,1
"6899","AS-AX-9",9,1
"6900","AS-AX-9",9,1
"6901","AS-AX-9",9,1
"6902","AS-AX-9",9,1
"6903","AS-AX-9",9,1
"6904","AS-AX-9",9,1
"6905","AS-AX-9",9,1
"6906","AS-AX-9",9,1
"6907","AS-AX-9",9,1
"6908","AS-AX-9",9,1
"6909","AS-AX-9",9,1
"6910","AS-AX-9",9,1
"6911","AS-AX-9",9,1
"6912","AS-AX-9",9,1
"6913","AS-AX-9",9,1
"6914","AS-AX-9",9,1
"6915","AS-AX-9",9,1
"6916","AS-AX-9",9,1
"6917","AS-AX-9",9,1
"6918","AS-AX-9",9,1
"6919","AS-AX-9",9,1
"6920","AS-AX-9",9,1
"6921","AS-AX-9",9,1
"6922","AS-AX-9",9,1
"6923","AS-AX-9",9,1
"6924","AS-AX-9",9,1
"6925","AS-AX-9",9,1
"6926","AS-AX-9",9,1
"6927","AS-AX-9",9,1
"6928","AS-AX-9",9,1
"6929","AS-AX-9",9,1
"6930","AS-AX-9",9,1
"6931","AS-AX-9",9,1
"6932","AS-AX-9",9,1
"6933","AS-AX-9",9,1
"6934","AS-AX-9",9,1
"6935","AS-AX-9",9,1
"6936","AS-AX-9",9,1
"6937","AS-AX-9",9,1
"6938","AS-AX-9",9,1
"6939","AS-AX-9",9,1
"6940","AS-AX-9",9,1
"6941","AS-AX-9",9,1
"6942","AS-AX-9",9,1
"6943","AS-AX-9",9,1
"6944","AS-AX-9",9,1
"6945","AS-AX-9",9,1
"6946","AS-AX-9",9,1
"6947","SP-AX-7",9,1
"6948","SP-AX-7",9,1
"6949","SP-AX-7",9,1
"6950","SP-AX-7",9,1
"6951","SP-AX-7",9,1
"6952","SP-AX-7",9,1
"6953","SP-AX-7",9,1
"6954","SP-AX-7",9,1
"6955","SP-AX-7",9,1
"6956","SP-AX-7",9,1
"6957","SP-AX-7",9,1
"6958","SP-AX-7",9,1
"6959","SP-AX-7",9,1
"6960","SP-AX-7",9,1
"6961","SP-AX-7",9,1
"6962","SP-AX-7",9,1
"6963","SP-AX-7",9,1
"6964","SP-AX-7",9,1
"6965","SP-AX-7",9,1
"6966","SP-AX-7",9,1
"6967","SP-AX-7",9,1
"6968","SP-AX-7",9,1
"6969","CO-AX-8",9.1,1
"6970","CO-AX-8",9.1,1
"6971","CO-AX-8",9.1,1
"6972","CO-AX-9",9.1,1
"6973","CO-AX-9",9.1,1
"6974","CO-AX-9",9.1,1
"6975","CO-AX-9",9.1,1
"6976","CO-AX-9",9.1,1
"6977","SP-AX-7",9.1,1
"6978","SP-AX-7",9.1,1
"6979","SP-AX-7",9.1,1
"6980","SP-AX-8",9.1,1
"6981","SP-AX-8",9.1,1
"6982","SP-AX-8",9.1,1
"6983","SP-AX-8",9.1,1
"6984","CO-AX-8",9.4,1
"6985","CO-AX-8",9.9,1
"6986","CO-AX-8",9.9,1
"6987","CO-AX-8",9.9,1
"6988","CO-AX-8",9.9,1
"6989","CO-AX-8",9.9,1
"6990","CO-AX-9",9.9,1
"6991","CO-AX-9",9.9,1
"6992","CO-AX-9",9.9,1
"6993","SP-AX-7",9.9,1
"6994","SP-AX-7",9.9,1
"6995","SP-AX-7",9.9,1
"6996","SP-AX-7",9.9,1
"6997","SP-AX-7",9.9,1
"6998","SP-AX-7",9.9,1
"6999","SP-AX-7",9.9,1
"7000","SP-AX-7",9.9,1
"7001","SP-AX-7",9.9,1
"7002","SP-AX-7",9.9,1
"7003","SP-AX-7",9.9,1
"7004","SP-AX-7",9.9,1
"7005","SP-AX-7",9.9,1
"7006","SP-AX-7",9.9,1
"7007","SP-AX-7",9.9,1
"7008","SP-AX-7",9.9,1
"7009","SP-AX-7",9.9,1
"7010","SP-AX-7",9.9,1
"7011","SP-AX-7",9.9,1
"7012","SP-AX-7",9.9,1
"7013","SP-AX-7",9.9,1
"7014","SP-AX-7",9.9,1
"7015","SP-AX-9",9.9,1
"7016","SP-AX-9",9.9,1
"7017","AV-AX-7",10.1,1
"7018","AV-AX-7",10.1,1
"7019","AV-AX-7",10.1,1
"7020","AV-AX-7",10.1,1
"7021","AV-AX-7",10.1,1
"7022","CO-AX-7",10.1,1
"7023","CO-AX-7",10.1,1
"7024","CO-AX-8",10.1,1
"7025","CO-AX-8",10.1,1
"7026","CO-AX-8",10.1,1
"7027","CO-AX-9",10.1,1
"7028","CO-AX-9",10.1,1
"7029","AS-AX-7",10.1,1
"7030","AS-AX-7",10.1,1
"7031","AS-AX-7",10.1,1
"7032","AS-AX-7",10.1,1
"7033","AS-AX-7",10.1,1
"7034","AS-AX-7",10.1,1
"7035","AS-AX-8",10.1,1
"7036","SP-AX-7",10.1,1
"7037","SP-AX-7",10.1,1
"7038","SP-AX-7",10.1,1
"7039","SP-AX-8",10.1,1
"7040","SP-AX-8",10.1,1
"7041","SP-AX-8",10.1,1
"7042","SP-AX-8",10.1,1
"7043","SP-AX-8",10.1,1
"7044","SP-AX-8",10.1,1
"7045","SP-AX-8",10.1,1
"7046","SP-AX-9",10.1,1
"7047","SP-AX-9",10.1,1
"7048","SP-AX-9",10.1,1
"7049","SP-AX-9",10.1,1
"7050","SP-AX-9",10.1,1
"7051","SP-AX-9",10.1,1
"7052","SP-AX-9",10.1,1
"7053","SP-AX-9",10.1,1
"7054","SP-AX-9",10.1,1
"7055","AV-AX-9",10.3,1
"7056","AV-AX-9",10.3,1
"7057","AV-AX-9",10.3,1
"7058","AV-AX-9",10.3,1
"7059","AV-AX-9",10.3,1
"7060","AV-AX-9",10.3,1
"7061","AV-AX-9",10.3,1
"7062","CO-AX-8",10.3,1
"7063","CO-AX-8",10.3,1
"7064","CO-AX-8",10.3,1
"7065","CO-AX-8",10.3,1
"7066","CO-AX-9",10.3,1
"7067","CO-AX-9",10.3,1
"7068","AS-AX-7",10.3,1
"7069","AS-AX-7",10.3,1
"7070","AS-AX-7",10.3,1
"7071","AS-AX-8",10.3,1
"7072","AS-AX-8",10.3,1
"7073","AS-AX-8",10.3,1
"7074","SP-AX-7",10.3,1
"7075","SP-AX-7",10.3,1
"7076","SP-AX-7",10.3,1
"7077","SP-AX-9",10.3,1
"7078","AV-AX-9",10.9,1
"7079","AV-AX-9",10.9,1
"7080","AV-AX-9",10.9,1
"7081","AV-AX-9",10.9,1
"7082","CO-AX-7",10.9,1
"7083","AS-AX-7",10.9,1
"7084","AS-AX-8",10.9,1
"7085","AS-AX-8",10.9,1
"7086","AS-AX-8",10.9,1
"7087","AS-AX-8",10.9,1
"7088","AS-AX-8",10.9,1
"7089","AS-AX-8",10.9,1
"7090","AS-AX-9",10.9,1
"7091","AS-AX-9",10.9,1
"7092","AS-AX-9",10.9,1
"7093","AS-AX-9",10.9,1
"7094","AS-AX-9",10.9,1
"7095","AS-AX-9",10.9,1
"7096","AS-AX-9",10.9,1
"7097","AS-AX-9",10.9,1
"7098","AV-AX-8",11.2,1
"7099","AV-AX-8",11.2,1
"7100","AV-AX-8",11.2,1
"7101","AV-AX-9",11.2,1
