"","vial","variable","event"
"291","AS-G-3",12.1,1
"292","AS-G-3",12.1,1
"293","AS-G-3",12.1,1
"294","AS-G-3",12.1,1
"295","AV-G-2",12.3,1
"296","AS-G-3",12.3,1
"297","AS-G-3",12.3,1
"298","AS-G-3",12.3,1
"299","AS-G-3",12.3,1
"300","SP-G-2",12.3,1
"301","SP-G-2",12.3,1
"302","SP-G-2",12.3,1
"303","SP-G-2",12.3,1
"304","AV-G-2",12.9,1
"305","AV-G-2",12.9,1
"306","CA-G-2",12.9,1
"307","SP-G-3",12.9,1
"308","SP-G-3",12.9,1
"309","AV-G-2",13.1,1
"310","AV-G-2",13.1,1
"311","CA-G-2",13.1,1
"312","AS-G-3",13.1,1
"313","AS-G-3",13.1,1
"314","SP-G-2",13.3,1
"315","SP-G-3",13.3,1
"316","SP-G-3",13.3,1
"317","AV-G-1",13.9,1
"318","AV-G-2",14.3,1
"319","AV-G-2",14.3,1
"320","AV-G-2",14.3,1
"321","CA-G-2",14.3,1
"322","SP-G-2",14.3,1
"323","AV-G-1",15,1
"324","AV-G-1",15,1
"325","AV-G-1",15.3,1
"326","AV-G-3",15.3,1
"327","SP-G-1",15.3,1
"328","SP-G-1",15.3,1
"329","AV-G-1",15.9,1
"330","AV-G-1",15.9,1
"331","SP-G-3",15.9,1
"332","SP-G-3",15.9,1
"333","OR-G-2",8.1,1
"334","OR-G-2",8.1,1
"335","CU-G-1",8.1,1
"336","ZU-G-1",8.1,1
"337","OR-G-1",8.9,1
"338","OR-G-1",8.9,1
"339","OR-G-1",8.9,1
"340","OR-G-1",8.9,1
"341","OR-G-2",8.9,1
"342","OR-G-2",8.9,1
"343","OR-G-2",8.9,1
"344","OR-G-2",8.9,1
"345","OR-G-3",8.9,1
"346","TO-G-1",8.9,1
"347","TO-G-1",8.9,1
"348","TO-G-1",8.9,1
"349","TO-G-1",8.9,1
"350","TO-G-2",8.9,1
"351","CU-G-1",8.9,1
"352","CU-G-2",8.9,1
"353","ZU-G-1",8.9,1
"354","ZU-G-1",8.9,1
"355","ZU-G-3",8.9,1
"356","BA-G-1",9.1,1
"357","OR-G-1",9.1,1
"358","OR-G-1",9.1,1
"359","OR-G-1",9.1,1
"360","OR-G-1",9.1,1
"361","OR-G-1",9.1,1
"362","OR-G-1",9.1,1
"363","OR-G-2",9.1,1
"364","OR-G-3",9.1,1
"365","OR-G-3",9.1,1
"366","OR-G-3",9.1,1
"367","OR-G-3",9.1,1
"368","OR-G-3",9.1,1
"369","OR-G-3",9.1,1
"370","OR-G-3",9.1,1
"371","OR-G-3",9.1,1
"372","OR-G-3",9.1,1
"373","OR-G-3",9.1,1
"374","OR-G-3",9.1,1
"375","OR-G-3",9.1,1
"376","TO-G-2",9.1,1
"377","TO-G-2",9.1,1
"378","TO-G-2",9.1,1
"379","CU-G-3",9.1,1
"380","BA-G-1",9.3,1
"381","BA-G-1",9.3,1
"382","OR-G-1",9.3,1
"383","OR-G-1",9.3,1
"384","OR-G-1",9.3,1
"385","OR-G-1",9.3,1
"386","OR-G-1",9.3,1
"387","OR-G-1",9.3,1
"388","OR-G-1",9.3,1
"389","OR-G-1",9.3,1
"390","OR-G-1",9.3,1
"391","OR-G-1",9.3,1
"392","OR-G-2",9.3,1
"393","OR-G-2",9.3,1
"394","OR-G-3",9.3,1
"395","OR-G-3",9.3,1
"396","OR-G-3",9.3,1
"397","OR-G-3",9.3,1
"398","OR-G-3",9.3,1
"399","OR-G-3",9.3,1
"400","OR-G-3",9.3,1
"401","OR-G-3",9.3,1
"402","OR-G-3",9.3,1
"403","OR-G-3",9.3,1
"404","OR-G-3",9.3,1
"405","OR-G-3",9.3,1
"406","OR-G-3",9.3,1
"407","OR-G-3",9.3,1
"408","OR-G-3",9.3,1
"409","OR-G-3",9.3,1
"410","OR-G-3",9.3,1
"411","TO-G-1",9.3,1
"412","TO-G-1",9.3,1
"413","TO-G-1",9.3,1
"414","TO-G-2",9.3,1
"415","TO-G-2",9.3,1
"416","TO-G-2",9.3,1
"417","CU-G-1",9.3,1
"418","CU-G-1",9.3,1
"419","CU-G-2",9.3,1
"420","CU-G-3",9.3,1
"421","CU-G-3",9.3,1
"422","CU-G-3",9.3,1
"423","CU-G-3",9.3,1
"424","CU-G-3",9.3,1
"425","CU-G-3",9.3,1
"426","CU-G-3",9.3,1
"427","CU-G-3",9.3,1
"428","CU-G-3",9.3,1
"429","CU-G-3",9.3,1
"430","CU-G-3",9.3,1
"431","CU-G-3",9.3,1
"432","ZU-G-1",9.3,1
"433","ZU-G-1",9.3,1
"434","ZU-G-1",9.3,1
"435","ZU-G-1",9.3,1
"436","ZU-G-1",9.3,1
"437","ZU-G-2",9.3,1
"438","ZU-G-3",9.3,1
"439","BA-G-1",9.9,1
"440","BA-G-1",9.9,1
"441","OR-G-1",9.9,1
"442","OR-G-1",9.9,1
"443","OR-G-1",9.9,1
"444","OR-G-1",9.9,1
"445","OR-G-1",9.9,1
"446","OR-G-1",9.9,1
"447","OR-G-3",9.9,1
"448","OR-G-3",9.9,1
"449","OR-G-3",9.9,1
"450","OR-G-3",9.9,1
"451","OR-G-3",9.9,1
"452","OR-G-3",9.9,1
"453","OR-G-3",9.9,1
"454","TO-G-2",9.9,1
"455","TO-G-2",9.9,1
"456","CU-G-3",9.9,1
"457","CU-G-3",9.9,1
"458","BA-G-1",10.1,1
"459","BA-G-2",10.1,1
"460","BA-G-2",10.1,1
"461","BA-G-2",10.1,1
"462","BA-G-2",10.1,1
"463","BA-G-2",10.1,1
"464","BA-G-2",10.1,1
"465","OR-G-1",10.1,1
"466","OR-G-1",10.1,1
"467","OR-G-3",10.1,1
"468","OR-G-3",10.1,1
"469","OR-G-3",10.1,1
"470","TO-G-1",10.1,1
"471","CU-G-1",10.1,1
"472","CU-G-3",10.1,1
"473","CU-G-3",10.1,1
"474","CU-G-3",10.1,1
"475","CU-G-3",10.1,1
"476","CU-G-3",10.1,1
"477","CU-G-3",10.1,1
"478","CU-G-3",10.1,1
"479","CU-G-3",10.1,1
"480","CU-G-3",10.1,1
"481","CU-G-3",10.1,1
"482","CU-G-3",10.1,1
"483","CU-G-3",10.1,1
"484","CU-G-3",10.1,1
"485","CU-G-3",10.1,1
"486","ZU-G-1",10.1,1
"487","ZU-G-1",10.1,1
"488","BA-G-3",10.3,1
"489","BA-G-3",10.3,1
"490","OR-G-1",10.3,1
"491","OR-G-1",10.3,1
"492","OR-G-3",10.3,1
"493","OR-G-3",10.3,1
"494","CU-G-2",10.3,1
"495","CU-G-3",10.3,1
"496","CU-G-3",10.3,1
"497","CU-G-3",10.3,1
"498","CU-G-3",10.3,1
"499","CU-G-3",10.3,1
"500","CU-G-3",10.3,1
"501","ZU-G-1",10.3,1
"502","ZU-G-2",10.3,1
"503","BA-G-2",11.1,1
"504","BA-G-2",11.1,1
"505","BA-G-3",11.1,1
"506","BA-G-3",11.1,1
"507","BA-G-3",11.1,1
"508","BA-G-3",11.1,1
"509","LI-G-3",11.1,1
"510","LI-G-3",11.1,1
"511","LI-G-3",11.1,1
"512","LI-G-3",11.1,1
"513","LI-G-3",11.1,1
"514","LI-G-3",11.1,1
"515","LI-G-3",11.1,1
"516","LI-G-3",11.1,1
"517","LI-G-3",11.1,1
"518","LI-G-3",11.1,1
"519","LI-G-3",11.1,1
"520","LI-G-3",11.1,1
"521","CU-G-3",11.1,1
"522","CU-G-3",11.1,1
"523","CU-G-3",11.1,1
"524","CU-G-3",11.1,1
"525","CU-G-3",11.1,1
"526","CU-G-3",11.1,1
"527","CU-G-3",11.1,1
"528","ZU-G-1",11.1,1
"529","BA-G-2",11.3,1
"530","BA-G-3",11.3,1
"531","BA-G-3",11.3,1
"532","LI-G-3",11.3,1
"533","LI-G-3",11.3,1
"534","LI-G-3",11.3,1
"535","LI-G-3",11.3,1
"536","LI-G-3",11.3,1
"537","OR-G-1",11.3,1
"538","OR-G-3",11.3,1
"539","CU-G-3",11.3,1
"540","ZU-G-1",11.3,1
"541","BA-G-2",11.9,1
"542","BA-G-3",11.9,1
"543","BA-G-3",11.9,1
"544","LI-G-3",11.9,1
"545","LI-G-3",11.9,1
"546","CU-G-3",11.9,1
"547","CU-G-3",11.9,1
"548","CU-G-3",11.9,1
"549","CU-G-3",11.9,1
"550","CU-G-3",11.9,1
"551","CU-G-3",11.9,1
"552","ZU-G-1",11.9,1
"553","BA-G-2",12.1,1
"554","LI-G-3",12.1,1
"555","LI-G-3",12.1,1
"556","LI-G-3",12.1,1
"557","ZU-G-1",12.1,1
"558","ZU-G-1",12.1,1
"559","BA-G-3",12.3,1
"560","BA-G-3",12.3,1
"561","BA-G-3",12.3,1
"562","LI-G-3",12.3,1
"563","LI-G-3",12.3,1
"564","CU-G-3",12.3,1
"565","LI-G-3",12.9,1
"566","LI-G-2",13.3,1
"567","OR-G-3",13.3,1
"568","CU-G-3",13.3,1
"569","CU-G-3",13.3,1
"570","LI-G-3",13.9,1
"571","LI-G-2",14.3,1
"572","LI-G-2",14.3,1
"573","LI-G-2",15,1
"574","RP-G-2",8.3,1
"575","RP-G-3",8.3,1
"576","RP-G-3",8.3,1
"577","RP-G-3",8.3,1
"578","PR-G-2",8.3,1
"579","PR-G-2",8.3,1
"580","FJ-G-3",8.9,1
"581","RP-G-2",8.9,1
"582","RP-G-2",8.9,1
"583","RP-G-2",8.9,1
"584","RP-G-2",8.9,1
"585","RP-G-3",8.9,1
"586","RP-G-3",8.9,1
"587","RP-G-3",8.9,1
"588","RP-G-3",8.9,1
"589","PR-G-1",8.9,1
"590","PR-G-1",8.9,1
"591","PR-G-2",8.9,1
"592","PR-G-2",8.9,1
"593","MA-G-3",9.1,1
"594","MA-G-3",9.1,1
"595","RP-G-1",9.1,1
"596","RP-G-2",9.1,1
"597","RP-G-2",9.1,1
"598","PR-G-1",9.1,1
"599","PR-G-2",9.1,1
"600","FJ-G-3",9.3,1
"601","MA-G-3",9.3,1
"602","MA-G-3",9.3,1
"603","MA-G-3",9.3,1
"604","RP-G-1",9.3,1
"605","RP-G-1",9.3,1
"606","RP-G-1",9.3,1
"607","RP-G-1",9.3,1
"608","RP-G-2",9.3,1
"609","RP-G-2",9.3,1
"610","RP-G-2",9.3,1
"611","RP-G-2",9.3,1
"612","RP-G-3",9.3,1
"613","RP-G-3",9.3,1
"614","RP-G-3",9.3,1
"615","PR-G-1",9.3,1
"616","PR-G-1",9.3,1
"617","PR-G-2",9.3,1
"618","MA-G-2",9.9,1
"619","MA-G-3",9.9,1
"620","RP-G-1",9.9,1
"621","RP-G-1",9.9,1
"622","MA-G-1",10.1,1
"623","MA-G-2",10.1,1
"624","MA-G-2",10.1,1
"625","MA-G-2",10.1,1
"626","MA-G-2",10.1,1
"627","MA-G-2",10.1,1
"628","MA-G-2",10.1,1
"629","MA-G-2",10.1,1
"630","MA-G-3",10.1,1
"631","RP-G-1",10.1,1
"632","RP-G-1",10.1,1
"633","PR-G-1",10.1,1
"634","FJ-G-3",10.3,1
"635","MA-G-1",10.3,1
"636","MA-G-1",10.3,1
"637","MA-G-1",10.3,1
"638","MA-G-1",10.3,1
"639","MA-G-2",10.3,1
"640","MA-G-2",10.3,1
"641","MA-G-2",10.3,1
"642","MA-G-2",10.3,1
"643","MA-G-2",10.3,1
"644","MA-G-2",10.3,1
"645","MA-G-2",10.3,1
"646","MA-G-2",10.3,1
"647","RP-G-1",10.3,1
"648","RP-G-1",10.3,1
"649","RP-G-2",10.3,1
"650","RP-G-2",10.3,1
"651","RP-G-3",10.3,1
"652","FJ-G-1",11.1,1
"653","FJ-G-1",11.1,1
"654","FJ-G-3",11.1,1
"655","FJ-G-3",11.1,1
"656","MA-G-1",11.1,1
"657","MA-G-1",11.1,1
"658","MA-G-1",11.1,1
"659","MA-G-1",11.1,1
"660","MA-G-1",11.1,1
"661","MA-G-1",11.1,1
"662","MA-G-1",11.1,1
"663","MA-G-1",11.1,1
"664","MA-G-1",11.1,1
"665","MA-G-1",11.1,1
"666","MA-G-1",11.1,1
"667","MA-G-2",11.1,1
"668","MA-G-2",11.1,1
"669","MA-G-2",11.1,1
"670","MA-G-2",11.1,1
"671","MA-G-2",11.1,1
"672","MA-G-2",11.1,1
"673","MA-G-2",11.1,1
"674","FJ-G-1",11.3,1
"675","FJ-G-1",11.3,1
"676","FJ-G-2",11.3,1
"677","FJ-G-2",11.3,1
"678","FJ-G-3",11.3,1
"679","MA-G-1",11.3,1
"680","MA-G-1",11.3,1
"681","MA-G-1",11.3,1
"682","MA-G-3",11.3,1
"683","RP-G-1",11.3,1
"684","MA-G-1",11.9,1
"685","MA-G-1",11.9,1
"686","MA-G-1",11.9,1
"687","MA-G-1",11.9,1
"688","MA-G-1",11.9,1
"689","MA-G-2",11.9,1
"690","MA-G-2",11.9,1
"691","MA-G-2",11.9,1
"692","MA-G-2",11.9,1
"693","FJ-G-1",12.1,1
"694","MA-G-1",12.1,1
"695","MA-G-1",12.1,1
"696","MA-G-1",12.1,1
"697","MA-G-1",12.1,1
"698","RP-G-1",12.1,1
"699","FJ-G-2",12.3,1
"700","MA-G-1",12.3,1
"701","MA-G-1",12.3,1
"702","MA-G-1",12.3,1
"703","MA-G-2",12.3,1
"704","RP-G-1",12.3,1
"705","MA-G-1",12.9,1
"706","PR-G-3",12.9,1
"707","MA-G-1",13.1,1
"708","MA-G-2",13.1,1
"709","MA-G-2",13.1,1
"710","MA-G-2",13.1,1
"711","MA-G-2",13.1,1
"712","MA-G-2",13.1,1
"713","CH-G-3",13.1,1
"714","CL-G-1",13.1,1
"715","MA-G-1",13.3,1
"716","FJ-G-1",13.9,1
"717","FJ-G-2",13.9,1
"718","FJ-G-2",15.3,1
"719","MA-G-1",15.3,1
"720","BP-AX-3",8.3,1
"721","BP-AX-3",8.3,1
"722","BP-AX-3",8.3,1
"723","BP-AX-3",8.9,1
"724","BP-AX-3",8.9,1
"725","BP-AX-3",8.9,1
"726","BP-AX-3",8.9,1
"727","BP-AX-3",8.9,1
"728","CO-AX-1",8.9,1
"729","CO-AX-1",8.9,1
"730","CO-AX-2",8.9,1
"731","CO-AX-2",8.9,1
"732","CO-AX-2",8.9,1
"733","CO-AX-3",8.9,1
"734","CO-AX-3",8.9,1
"735","PO-AX-1",9.1,1
"736","PO-AX-3",9.1,1
"737","PO-AX-3",9.1,1
"738","PO-AX-3",9.1,1
"739","PO-AX-3",9.1,1
"740","PO-AX-3",9.1,1
"741","PO-AX-3",9.1,1
"742","BP-AX-1",9.3,1
"743","BP-AX-3",9.3,1
"744","BP-AX-3",9.3,1
"745","CA-AX-1",9.3,1
"746","CA-AX-1",9.3,1
"747","CA-AX-1",9.3,1
"748","CO-AX-2",9.3,1
"749","CO-AX-2",9.3,1
"750","CO-AX-2",9.3,1
"751","CO-AX-3",9.3,1
"752","CO-AX-3",9.3,1
"753","CO-AX-3",9.3,1
"754","CO-AX-3",9.3,1
"755","CO-AX-3",9.3,1
"756","CO-AX-3",9.3,1
"757","CO-AX-3",9.3,1
"758","CO-AX-3",9.3,1
"759","PO-AX-2",9.3,1
"760","PO-AX-2",9.3,1
"761","PO-AX-2",9.3,1
"762","PO-AX-2",9.3,1
"763","PO-AX-2",9.3,1
"764","PO-AX-2",9.3,1
"765","PO-AX-2",9.3,1
"766","PO-AX-3",9.3,1
"767","PO-AX-3",9.3,1
"768","PO-AX-3",9.3,1
"769","PO-AX-3",9.3,1
"770","PO-AX-3",9.3,1
"771","PO-AX-3",9.3,1
"772","PO-AX-3",9.3,1
"773","AV-AX-1",9.9,1
"774","AV-AX-1",9.9,1
"775","AV-AX-1",9.9,1
"776","BP-AX-3",9.9,1
"777","CA-AX-1",9.9,1
"778","CO-AX-2",9.9,1
"779","CO-AX-3",9.9,1
"780","CO-AX-3",9.9,1
"781","CO-AX-3",9.9,1
"782","CO-AX-3",9.9,1
"783","CO-AX-3",9.9,1
"784","CO-AX-3",9.9,1
"785","CO-AX-3",9.9,1
"786","CO-AX-3",9.9,1
"787","CO-AX-3",9.9,1
"788","CO-AX-3",9.9,1
"789","CO-AX-3",9.9,1
"790","CO-AX-3",9.9,1
"791","CO-AX-3",9.9,1
"792","PO-AX-1",9.9,1
"793","PO-AX-1",9.9,1
"794","PO-AX-2",9.9,1
"795","PO-AX-2",9.9,1
"796","PO-AX-2",9.9,1
"797","PO-AX-2",9.9,1
"798","PO-AX-2",9.9,1
"799","PO-AX-2",9.9,1
"800","PO-AX-2",9.9,1
"801","PO-AX-2",9.9,1
"802","PO-AX-3",9.9,1
"803","PO-AX-3",9.9,1
"804","PO-AX-3",9.9,1
"805","PO-AX-3",9.9,1
"806","AV-AX-1",10.1,1
"807","AV-AX-1",10.1,1
"808","AV-AX-1",10.1,1
"809","AV-AX-1",10.1,1
"810","AV-AX-3",10.1,1
"811","AV-AX-3",10.1,1
"812","AV-AX-3",10.1,1
"813","CA-AX-1",10.1,1
"814","CO-AX-1",10.1,1
"815","CO-AX-2",10.1,1
"816","CO-AX-2",10.1,1
"817","CO-AX-3",10.1,1
"818","CO-AX-3",10.1,1
"819","CO-AX-3",10.1,1
"820","CO-AX-3",10.1,1
"821","CO-AX-3",10.1,1
"822","PO-AX-1",10.1,1
"823","PO-AX-1",10.1,1
"824","PO-AX-2",10.1,1
"825","PO-AX-2",10.1,1
"826","PO-AX-3",10.1,1
"827","PO-AX-3",10.1,1
"828","PO-AX-3",10.1,1
"829","PO-AX-3",10.1,1
"830","SP-AX-1",10.1,1
"831","AV-AX-1",10.3,1
"832","AV-AX-1",10.3,1
"833","AV-AX-1",10.3,1
"834","AV-AX-3",10.3,1
"835","AV-AX-3",10.3,1
"836","AV-AX-3",10.3,1
"837","AV-AX-3",10.3,1
"838","AV-AX-3",10.3,1
"839","CA-AX-1",10.3,1
"840","CA-AX-1",10.3,1
"841","CA-AX-1",10.3,1
"842","CO-AX-2",10.3,1
"843","CO-AX-2",10.3,1
"844","PO-AX-2",10.3,1
"845","PO-AX-2",10.3,1
"846","PO-AX-3",10.3,1
"847","PO-AX-3",10.3,1
"848","AV-AX-1",11.1,1
"849","AV-AX-2",11.1,1
"850","AV-AX-2",11.1,1
"851","AV-AX-2",11.1,1
"852","AV-AX-2",11.1,1
"853","AV-AX-2",11.1,1
"854","AV-AX-2",11.1,1
"855","AV-AX-2",11.1,1
"856","AV-AX-2",11.1,1
"857","AV-AX-2",11.1,1
"858","AV-AX-2",11.1,1
"859","AV-AX-2",11.1,1
"860","AV-AX-2",11.1,1
"861","AV-AX-2",11.1,1
"862","AV-AX-2",11.1,1
